"","Prot","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"352","IPO7",1.40821250847223,16.743304100507,8.14885713521421,2.03947354637316e-09,2.2161652637548e-08,10.8687200691634
"204","GDI1",-1.02517045687771,17.0738114083567,-8.13181487109062,2.13730547552175e-09,2.31181940884417e-08,10.8169727111245
"463","OAT",-1.13889770256393,17.3506627419547,-8.07639103017928,2.48971002803714e-09,2.68070148224273e-08,10.6667141919149
"66","ENO1",-0.712795157547537,19.933781085694,-8.04592727978218,2.70800531390862e-09,2.90248933190751e-08,10.5906556162439
"548","HNRNPF",-0.939825065584319,16.4089180137567,-8.02080978247171,2.90255877674749e-09,3.09693827853872e-08,10.5051979707745
"1167","TMED7",-0.815874345266253,15.5032284663425,-7.97080428201617,3.3332389937285e-09,3.52456392251651e-08,10.4462889128296
"1946","KRT79",-0.800176082952545,16.0495774007231,-7.98145458503507,3.23637196146928e-09,3.43755184015521e-08,10.4426865503918
"1600","PXDN",1.87158830096013,14.3190452399221,7.96065185381214,3.42831877295133e-09,3.60891770831216e-08,10.3523524728809
"1166","KPNA3",-1.2004690860952,15.0238071500659,-7.93481185768405,3.68293626888107e-09,3.84263881505379e-08,10.3041231836835
"656","RTRAF",-0.774146971844171,17.4728352969221,-7.94084052238661,3.62186474951751e-09,3.79571425749436e-08,10.2955836757245
"323","MARCKS",3.48849249163553,14.2265790782286,7.92153529136923,3.82114402624527e-09,3.93461031174077e-08,10.2916329501222
"82","TUBA1C",-3.12203363776703,14.4242922592207,-7.91859227954757,3.85248690851001e-09,3.94963657837678e-08,10.2642363606969
"1058","DDX19A",0.76644317052551,18.1273497063774,7.92631181296791,3.77082447093882e-09,3.89982636073409e-08,10.2570457005508
"734","MTCH2",1.29046122838151,17.0469711422701,7.92924647203216,3.74024270795883e-09,3.88523890104269e-08,10.2325379444284
"2765","RAB31",-1.40852163765639,14.453427014035,-7.87824778077328,4.30943863841099e-09,4.38002427128152e-08,10.149410511458
"2018","TRA2B",-2.33048088218761,13.5112949233863,-7.86491730467881,4.47222332807429e-09,4.50662504598255e-08,10.1188901132253
"1042","H1-5",-0.975342352371486,19.3399656072333,-7.88244472190704,4.25944297488705e-09,4.34795088085873e-08,10.1133798270541
"1195","TJP1",1.19818600315205,16.6634082720787,7.86773895054317,4.43725380868997e-09,4.4905770304253e-08,10.0863891085936
"639","ARPC4",0.611543908936149,18.3554810188032,7.85497563296882,4.59767838823915e-09,4.61333005934805e-08,10.0557245240717
"2078","H3C15",-1.00067003923357,14.4765972246706,-7.85247858396152,4.62974649659828e-09,4.62582298261812e-08,10.0492788318307
"1018","ATP5F1C",0.849381862202472,16.8276731055469,7.84654127222831,4.70691069252265e-09,4.66340143402034e-08,10.0468217437236
"1226","SF3B4",0.796809810469314,16.5544648787464,7.8437839819318,4.74318845113031e-09,4.6796813254248e-08,10.0099996512722
"608","HSD17B12",1.47155039195799,17.9846669823934,7.84685232085073,4.70283593336039e-09,4.66340143402034e-08,10.002780165884
"3273","STING1",1.14863458019443,18.9157087352877,7.8088636038886,5.22797253650649e-09,5.03165683309481e-08,9.98708134324029
"2590","STAM2",1.21114546388715,15.9200352696581,7.83069678714303,4.91928661354661e-09,4.83319909780954e-08,9.98254961014492
"541","ASAH1",1.72839556304873,17.1919633912741,7.8285244024507,4.94915354565824e-09,4.84236683015027e-08,9.95784570508501
"2222","CUL7",-1.40847679849944,14.3113976772668,-7.81041996951081,5.20533122919876e-09,5.03039796657815e-08,9.93209185490649
"1174","UBE2V1",0.745942591394667,18.9722817040824,7.81534601127101,5.13432322148964e-09,5.00278270920355e-08,9.93092792004434
"309","FERMT2",-0.598512689760594,18.0536260442396,-7.80626693432741,5.26597044969153e-09,5.04762533348481e-08,9.92105366713102
"2592","TMEM30A",2.13662047553948,15.1993870683724,7.81298530208507,5.16822890962675e-09,5.01509620119336e-08,9.92102125689518
"1424","PI4K2A",-1.33216958525489,17.0773668732528,-7.79775673448399,5.39247903698523e-09,5.1479617689114e-08,9.87725148498932
"1383","RRAGC",-0.674868806910441,17.351647070053,-7.78383224375045,5.60616338544898e-09,5.33037631568093e-08,9.86645813726508
"913","PFAS",1.60159949423646,17.0195321924937,7.77303048119636,5.77783077974705e-09,5.47153613600142e-08,9.85004259760401
"461","RPL4",0.649052723953462,17.8964393888678,7.76726863037771,5.87157327382676e-09,5.5380679118734e-08,9.81611304709258
"73","WDR1",0.539335498531573,19.701015482638,7.75129756191275,6.13956468865127e-09,5.76776634894011e-08,9.77193939916136
"1599","DCTN4",-2.24045941280203,14.2755964074633,-7.69949453653558,7.09733294000227e-09,6.61482651087958e-08,9.63770579332359
"1324","EIF3J",1.32406346763217,14.8450771725861,7.68722089113581,7.34566584494126e-09,6.76604689936387e-08,9.62654701735515
"217","NAP1L1",-0.895508108608359,19.214224520829,-7.7057830891571,6.97341365214433e-09,6.52512277450648e-08,9.616721406368
"2767","POGLUT2",-1.36320830425065,14.2324728330212,-7.69010861185809,7.28645667028713e-09,6.75489178802834e-08,9.6065110032646
"811","CRK",-0.965468452968953,16.1151190788865,-7.68920614649877,7.30490842216805e-09,6.75489178802834e-08,9.59177185915183
"1571","ENDOD1",-1.12199437615138,15.0377680337541,-7.67307516349018,7.64283608702565e-09,7.01237645650057e-08,9.5304925593168
"2851","SUMF1",2.39792126902114,11.3014892372194,7.61838353467314,8.91123103112512e-09,7.98961322106199e-08,9.51264539514455
"943","NBAS",1.84387376815118,14.7328374363769,7.62961413145944,8.63441229916484e-09,7.86098231715471e-08,9.43501745901936
"454","RAB1B",-0.604619863575103,17.5346207346893,-7.6309566538579,8.60190986522615e-09,7.86098231715471e-08,9.42039802035723
"1476","ERH",-1.16778169703957,15.5427700688268,-7.6121478038653,9.06880246035185e-09,8.10008947026881e-08,9.39860589719748
"650","ATP5PO",0.900130012114436,17.6514622664218,7.62511081532138,8.74434996322282e-09,7.93045277433823e-08,9.38714260105273
"592","ACO2",-0.937576632095353,16.7092626112903,-7.62079786341778,8.8509712732669e-09,7.98150253749317e-08,9.38130869656131
"1025","RPL23",-1.36975724836408,17.0007043375684,-7.62010042765028,8.86833615277018e-09,7.98150253749317e-08,9.38026749570998
"2013","MYL1",7.56414595763474,10.9444167800752,7.48701384325201,1.29033653655235e-08,1.11860792396707e-07,9.26144551122493
"118","CAPN2",-0.645492845235381,18.107555931894,-7.54589269250689,1.09281550427432e-08,9.72399607199563e-08,9.18449700371754
"346","ARF4",1.25032979203338,18.2066697329609,7.53516554738939,1.12636893890017e-08,9.98487954107746e-08,9.1287471989716
"714","CNN2",-0.940650934815109,18.1176586620084,-7.51991813055691,1.17586743642755e-08,1.03458784145379e-07,9.10250222316488
"813","FUBP1",-1.4066151820337,16.4957593938667,-7.52180466652686,1.16962543322138e-08,1.03295010169888e-07,9.09526562888124
"573","ME1",1.41313102361045,15.1963732919668,7.48712930579119,1.28991571537235e-08,1.11860792396707e-07,9.07982877326395
"395","TPD52L2",-0.797860931641427,18.9341293596534,-7.50715436164648,1.21899571674771e-08,1.06854717475505e-07,9.06256499951964
"1257","RPS12",1.33330681991501,16.9496988186906,7.50432265137173,1.22877932129608e-08,1.07313394059858e-07,9.04500485685413
"1962","CASK",1.28877173844861,14.1757788108896,7.48142097255889,1.31088813999304e-08,1.12693329352461e-07,9.0363174492113
"1474","HMOX2",-1.72994106271726,14.9328984604982,-7.48050711982861,1.31427758998841e-08,1.12693329352461e-07,9.01539669441982
"443","CDC37",-0.97243929872114,17.2559691216683,-7.48446391385538,1.29966570764056e-08,1.1225684024236e-07,9.01290756214017
"432","TMED10",-0.52060743144215,18.3636152613363,-7.47054832468891,1.35179540292492e-08,1.15073413721912e-07,8.98886123924777
"489","PSMC3",-0.599958131980282,17.5007960851497,-7.47894143197887,1.32010533625579e-08,1.12782912423593e-07,8.9769554022358
"143","TPM1",-1.16856827964809,18.5842902474907,-7.46213463134374,1.38433737780545e-08,1.16822346610773e-07,8.96101889432359
"499","RPL7A",0.594216532765689,18.7503405959453,7.46194414357259,1.3850832564371e-08,1.16822346610773e-07,8.9488744349354
"2712","PIP4P1",1.99915246646067,16.0248815359419,7.46140324402864,1.38720343727805e-08,1.16822346610773e-07,8.93556044775841
"86","CCT5",-0.60845960736024,19.0184687553698,-7.40483049467876,1.62814318580522e-08,1.366249691149e-07,8.7656036825245
"1521","ACAD9",-1.43269248446006,15.3382170504305,-7.38564341640462,1.71915743392364e-08,1.43750823730211e-07,8.7157373256939
"2023","TMX1",1.80911977282347,13.7978375934857,7.38170132734028,1.73848617185384e-08,1.4485337078556e-07,8.71465572803666
"1357","TUBB1",-0.878350169366291,16.8935661188787,-7.36520531696698,1.82178718361284e-08,1.512596541887e-07,8.66685888929812
"1134","FKBP5",1.34445917639861,16.1140727740053,7.36242746469019,1.83620745163746e-08,1.51922005998636e-07,8.65771775081223
"632","KLC1",1.25641484418331,16.0439240176897,7.35916543761425,1.85328886164704e-08,1.52799130621109e-07,8.64819536606218
"1990","TSG101",-1.79585820066271,14.9678295333947,-7.34181277145475,1.94689875728484e-08,1.5830300929923e-07,8.620566239875
"1349","SUCLG1",-0.536209613568613,17.2192378123074,-7.34920812222708,1.90643207098499e-08,1.56632990361763e-07,8.62029599522968
"565","HK2",1.71293214466196,15.2151153515497,7.34292165438279,1.94077603828306e-08,1.5830300929923e-07,8.61313628977944
"1283","NDUFS3",-0.803451778544741,16.9455539543458,-7.33210417085641,2.00134766983838e-08,1.59972128999284e-07,8.60621605156117
"1006","CYP1B1",1.24448982815042,14.7971571214435,7.33561397523956,1.98148776193117e-08,1.59465806915826e-07,8.60020669803699
"1820","NDRG3",1.51956698822478,13.6455214365439,7.33662066004003,1.97582845389207e-08,1.59465806915826e-07,8.59864582963835
"1284","PPP1R14B",-0.820415467437444,17.0750258331567,-7.33825715006271,1.96666347304468e-08,1.59360565960115e-07,8.58333960284677
"369","CNDP2",-1.33767378388283,17.2232538610579,-7.3252335326223,2.040810224664e-08,1.62575355059382e-07,8.58268163201792
"1123","H4C13",-1.0518792078559,15.0886612669042,-7.33215046627193,2.0010844035487e-08,1.59972128999284e-07,8.58094696006741
"185","CAP1",-0.557018721366532,19.4441336552143,-7.34198309086333,1.94595706491737e-08,1.5830300929923e-07,8.57975161357608
"2460","PI4KA",1.35179018126603,14.3165476881181,7.29963611227963,2.19490164985746e-08,1.74261888564441e-07,8.46879237744683
"2223","FAHD1",-1.29640653341453,15.2279886535659,-7.28084872003733,2.3154533557187e-08,1.82603311464371e-07,8.45186865890859
"1420","ENG",1.47899261632002,15.0029899776006,7.28926005212515,2.26067315609477e-08,1.78881453089647e-07,8.44196931582649
"1941","POLR2H",0.756597989244428,14.4295306870933,7.26966348384411,2.39038781982125e-08,1.8788448263795e-07,8.39416513192108
"711","RPS17",-0.820351335184171,17.95484334525,-7.25757273397096,2.47415441489825e-08,1.93822462137211e-07,8.37788866729955
"1617","SORD",2.01001377037015,13.8632527153303,7.24843674496772,2.53941678083372e-08,1.97263873374374e-07,8.34587728410363
"294","EIF5B",0.791992088274418,17.0592363380527,7.24791701724277,2.54318140397836e-08,1.97263873374374e-07,8.34419267472074
"977","H2AC8",-1.41168996264018,16.2062773537191,-7.25344532397208,2.50342533132583e-08,1.95466123551865e-07,8.34275412706551
"509","STT3A",-0.914594708515618,16.9519743861558,-7.24244986797174,2.58312649250225e-08,1.99705320305583e-07,8.31261063707919
"173","AKAP12",1.12310650823542,16.9229198796768,7.23830304516961,2.61384798870695e-08,2.01420050894477e-07,8.3098066337413
"795","SMS",-1.55573781695814,15.5925384029496,-7.23299954954008,2.65367845841105e-08,2.03823250975025e-07,8.29987216941465
"1325","RAB35",0.673994548235381,16.574414599919,7.20868458046557,2.84430664865992e-08,2.17755684335717e-07,8.24333472264097
"2408","AAK1",1.37874199117412,14.6095754678121,7.20540856020158,2.87102944170521e-08,2.19090207881582e-07,8.20296684140113
"238","ATL3",0.7200076720906,17.9957624803807,7.20033946212242,2.91288039774667e-08,2.21566837996343e-07,8.16966316816505
"2265","HLA-F",0.754902701303354,16.5827532418749,7.19044638677499,2.99634618739169e-08,2.27182775236965e-07,8.14798761655982
"955","DECR1",-0.95279562730797,15.8987862418032,-7.16631270641523,3.21026097640414e-08,2.41846497839008e-07,8.10307967683852
"1562","BAX",1.61349621227808,16.215730050099,7.17304852749914,3.14904647750747e-08,2.37995243396238e-07,8.0902899342194
"1143","SUB1",-1.76138529492504,14.2467753261467,-7.1649256623137,3.22301510599892e-08,2.42034064329473e-07,8.08906589291259
"1646","ME3",-1.32194475896253,16.577191807871,-7.1578481967322,3.2888967549522e-08,2.45418308486623e-07,8.07733601080825
"244","SOD2",4.13286812092818,17.0555366495321,7.1585170052083,3.28261315888145e-08,2.45418308486623e-07,8.0487834797366
"1041","MXRA7",-0.613778582345049,17.7439709928471,-7.14115189159659,3.44977015003371e-08,2.56610662895252e-07,8.01608789585453
"2495","CNIH4",1.75446417619992,13.6208752728708,7.12871983649666,3.57471045363261e-08,2.64237217857859e-07,8.00341629883971
"916","SEC16A",1.2267755898009,16.2787580741462,7.13701170509599,3.49087982544197e-08,2.58852032339376e-07,8.00183815602177
"1231","ARFGAP3",0.852838115067797,15.4113140807469,7.11633325642373,3.70374979680806e-08,2.72920063152294e-07,7.96141618855122
"1448","ANP32A",0.953896687801723,13.8890948061561,7.09322289602264,3.95724743734282e-08,2.89788492461316e-07,7.92412249169761
"688","MRC2",-1.31481563280418,16.1962119620265,-7.1000358089883,3.88074330081454e-08,2.85071423779461e-07,7.89138552063443
"480","AP2M1",0.919729804482549,17.4588489945075,7.0895259046138,3.99939894412005e-08,2.91968504960839e-07,7.86101366009006
"364","GSTO1",1.05100594416096,17.9337147861687,7.08206628347367,4.08583875620945e-08,2.97358265035243e-07,7.84173190603701
"264","PGD",1.05353153689256,18.6313438435613,7.06579779891693,4.28096826670933e-08,3.10600713012326e-07,7.77840890541957
"967","KANK2",1.76280115277435,14.8840496633525,7.04280865039684,4.57289880340134e-08,3.30763661914735e-07,7.74638399745952
"1690","TOM1L2",-1.20720752720728,15.1704889481653,-7.03883103553797,4.62541616235224e-08,3.33539183817327e-07,7.72103813290442
"863","ABCF1",0.862462977921597,15.8119430716836,7.02671865827716,4.78912702500955e-08,3.44291509907699e-07,7.71649904213568
"1092","PTPA",-1.54678187459506,14.2433413880661,-7.02023584638018,4.87914433661912e-08,3.49696727834282e-07,7.67891226094739
"808","LASP1",-0.66030114561611,18.4004297321312,-7.01483291231018,4.95547340304785e-08,3.54091099526874e-07,7.64906560492373
"2201","PTPN1",1.00726243023702,13.9848295808404,6.98748765493369,5.36072344295076e-08,3.79597173527864e-07,7.62720298080288
"638","RPL13",0.559063503188412,18.8559890966021,6.99495596020878,5.24682791570745e-08,3.7265121160356e-07,7.59477606378376
"203","FKBP10",0.60205072623931,19.6791398689638,6.99511332250882,5.24445456782216e-08,3.7265121160356e-07,7.5881272543851
"1335","GYS1",1.51349666651462,15.7176098991732,6.97373474196298,5.57704653537937e-08,3.93732806300136e-07,7.54955562558548
"999","SH3BGRL",-0.94705581905318,16.1774006587013,-6.96385088795666,5.737945609695e-08,4.02680825823238e-07,7.50608536555956
"1301","RPS10",1.38575833849973,16.3972013112322,6.96543841564223,5.71178930554477e-08,4.02041766641032e-07,7.50554330035785
"262","AP1B1",-0.930197474925468,16.6343967064248,-6.92047273469553,6.50150312837923e-08,4.54912296045051e-07,7.36594992049301
"1044","EWSR1",-1.15692062537917,15.5274530309813,-6.91307468891618,6.64163055043483e-08,4.63342154968205e-07,7.36530708610084
"1199","VAPA",1.45605985566427,15.3813946830052,6.90896219095907,6.72084235308405e-08,4.67485140665846e-07,7.34983076923458
"762","API5",-0.690008232008247,16.2021651360017,-6.90665951548027,6.76561112468686e-08,4.69215030353283e-07,7.3477924259415
"1847","ASL",0.644889054745953,17.5021762950425,6.88592392124033,7.18258429985824e-08,4.96672544840637e-07,7.27956852323638
"3095","SYNE1",3.68771336430185,15.5905310706456,6.87581254092536,7.39524355205686e-08,5.09882581747078e-07,7.26741361328457
"1083","CNOT1",-1.12385557046379,15.9268118589078,-6.86292232808809,7.6756022811827e-08,5.26135761018279e-07,7.20808321782345
"305","PRDX1",0.515627544381253,19.8627167586624,6.86579408000667,7.61222642324928e-08,5.23312825248449e-07,7.20241552842579
"176","NIBAN2",-0.533633492000697,18.3121064666178,-6.85610172426432,7.82827004206967e-08,5.3504523939711e-07,7.18617029710634
"1916","TP53I3",-1.3133696203515,14.3463463591489,-6.85023159732554,7.96211833752675e-08,5.42620665892719e-07,7.16021254259134
"2235","RNPS1",1.22813215583989,15.3740282516085,6.84190494825629,8.15595670054059e-08,5.54228988469012e-07,7.15346916073806
"726","EIF2S2",1.57652536682459,15.871474303152,6.83509133287933,8.31811606150455e-08,5.63624071064015e-07,7.14231246022681
"880","EIF3D",1.36809432564559,15.7476124296746,6.80909180564512,8.96740307461888e-08,6.05877835242158e-07,7.07788785768843
"853","IDH2",0.789660158852077,17.4770766813092,6.80057976824313,9.19091764962646e-08,6.19205251937691e-07,7.04396503540794
"1239","CSRP2",0.437046334015259,18.4192470601861,6.79618320593705,9.30856149296921e-08,6.25344387476393e-07,7.03421172592513
"852","SNX2",1.20693383810607,14.5405368215557,6.76161477258979,1.02881741694495e-07,6.89190758283007e-07,6.95182231013737
"1495","CCT6B",-1.12188224117058,14.5691076650414,-6.75814178521174,1.03921790222396e-07,6.94185782845354e-07,6.91385902063397
"1008","SLC25A13",0.711695401274258,16.8377378424975,6.72866751691853,1.131871211006e-07,7.51817553676663e-07,6.84446858677387
"1224","ERLIN1",-1.04818146802143,15.7844178252798,-6.73714209065498,1.10440757361356e-07,7.35647756661237e-07,6.84437255073817
"1481","LARP1",-1.16778212335113,14.8331702569601,-6.69217374691177,1.25824221020855e-07,8.31074266574725e-07,6.71389166684897
"1470","PREP",-1.15465396797313,14.5116476187983,-6.6774946323401,1.31300784161774e-07,8.60020136259622e-07,6.71183142467439
"558","PEA15",-1.06010013923425,18.0364789130494,-6.7007531170695,1.22730771777103e-07,8.12918988343847e-07,6.71098130739763
"1122","H4C6",1.75158161522809,16.7023201866429,6.6853062407795,1.28357075857853e-07,8.43080737807291e-07,6.69292293958778
"1153","PRDX4",0.713008540155073,17.4792101699963,6.68833194977241,1.27234858486431e-07,8.38044123773754e-07,6.68885988235343
"228","CEMIP",1.74381381632846,16.9406408290855,6.67141970944368,1.3363708757498e-07,8.72898206376188e-07,6.63635841727095
"1415","CLPTM1L",1.3788732763092,17.2316734325243,6.65693186664635,1.39379690114464e-07,9.07893119585373e-07,6.60196564830359
"993","PSMA3",0.761217478494461,17.3897700084803,6.64352040047477,1.44917536628437e-07,9.38778987279818e-07,6.59699445090511
"2304","SRRT",1.64789385997449,15.0110930064286,6.63759404621721,1.47434898702191e-07,9.52469838739087e-07,6.57072273944067
"508","PSMD6",-1.13949893717988,16.7882448817492,-6.64655682281691,1.4364459775737e-07,9.33096312704901e-07,6.56029308552991
"1340","IDH3A",1.70013919176445,14.2341641909278,6.62265635921543,1.53977673110168e-07,9.9202009069338e-07,6.51092726328973
"772","TWF2",-1.18676035230284,16.1676532188625,-6.61146012209688,1.59073182289184e-07,1.02205603225585e-06,6.46991890593468
"678","IPO4",1.66279877771041,15.0604850501457,6.58200919839829,1.73304331011417e-07,1.11046633838294e-06,6.41566403025482
"2427","MTX2",-1.48537125265576,13.0499266912147,-6.57711588490918,1.75790390343263e-07,1.12334346999841e-06,6.39305221920708
"1919","RPS26",-1.50463336865641,13.4562938416799,-6.56767780066181,1.80687539550354e-07,1.14532585553692e-06,6.37951442030284
"1254","UBA52",0.841920746428801,16.5030530167014,6.57542272453167,1.76658958750286e-07,1.12584276954912e-06,6.37343978854126
"1764","H2BC4",1.53829750332387,14.0380610159769,6.55014431224189,1.90153586157838e-07,1.20209693340531e-06,6.36027845585441
"99","SEC23A",-0.582984596991406,18.4032079502198,-6.56887780848759,1.80057330315257e-07,1.14440750642419e-06,6.3587827226721
"760","EIF2AK2",0.830814480717113,15.2778951112549,6.53625373339094,1.98006944423203e-07,1.2450676665331e-06,6.33017262123581
"320","ARHGAP1",0.533138244492512,17.8034099861022,6.53353699822897,1.99580758212317e-07,1.24830617470728e-06,6.27701648113762
"2093","NAT10",-1.06390944224829,14.1412544098094,-6.54344606306569,1.93900578877539e-07,1.22250685827069e-06,6.27236047686078
"1894","ARMT1",0.677687481914808,18.4070180173588,6.53503850151186,1.98709378887182e-07,1.24616147717015e-06,6.24021015507635
"537","HSPB6",-0.802120011889999,18.9868182559907,-6.52420148914012,2.05085670802119e-07,1.27934394643227e-06,6.21838119470901
"1246","MT-CO2",-0.696772781219624,15.6531618095734,-6.49019508132341,2.26466141273109e-07,1.40159359874538e-06,6.15001350245798
"449","EIF3C",-0.623918077908717,17.2015109221229,-6.49740081379969,2.21755503980779e-07,1.37605125891231e-06,6.14804332242386
"2305","DAD1",1.32038574492544,15.4882418211191,6.50314958638797,2.18068289366961e-07,1.35674149426727e-06,6.14226655968311
"2465","PRKAB1",1.02896024276959,15.3643992410114,6.48492131608503,2.29977630198595e-07,1.41960013614735e-06,6.12728610005732
"1128","H4C2",1.48635545049501,15.9038639051266,6.47618935456815,2.35912878479618e-07,1.45243490197112e-06,6.09586452404501
"1538","NIPSNAP1",-2.05721531473395,15.2132011632731,-6.46009700821926,2.47258793391104e-07,1.51693437184375e-06,6.0410762937154
"1574","SNRNP70",-0.644579822020651,16.3895185271175,-6.45951971619302,2.47675883443529e-07,1.51693437184375e-06,6.03402767224862
"2245","ITM2B",-2.93999331836163,12.8011867309145,-6.43050241436241,2.69580937305097e-07,1.62992782093697e-06,6.02811393202916
"940","CYFIP1",-0.866762453686291,16.3167433645077,-6.45509896586677,2.50893455297055e-07,1.52869965785647e-06,6.00835936252309
"105","TAGLN",0.636968280744108,21.6487545928898,6.45759055182186,2.49074846534802e-07,1.52155048738099e-06,5.99883789486232
"1968","PSMD10",1.11629568934165,15.7447010451559,6.43982270549123,2.62340031807888e-07,1.59432421392526e-06,5.96664922097968
"172","VDAC1",0.702775471071299,19.3868623983664,6.43856521969774,2.63305408911223e-07,1.59607751725621e-06,5.96013384463348
"2045","H3C10",4.90474187064762,9.49189247546046,6.39758637346542,2.9680442059592e-07,1.77630665930248e-06,5.9572566189827
"513","AP3B1",1.1648362767222,16.1388294422883,6.42886870167789,2.70870763731083e-07,1.63353775160587e-06,5.93065209909518
"3005","COMMD10",-0.453340728967867,15.3135806016861,-6.40966576471739,2.86506152069621e-07,1.72342221066369e-06,5.9174508169375
"1524","ITGA8",1.47610283754898,14.0524207813778,6.39780365395198,2.96615922411272e-07,1.77630665930248e-06,5.88717429210958
"1645","BTF3L4",2.82676370749959,12.8401781521392,6.3748740584253,3.17189090477761e-07,1.87451597831218e-06,5.84879699444707
"1164","SCYL1",-0.970399152559689,16.3560132120784,-6.3936593442352,3.00232138304224e-07,1.7922718534718e-06,5.84408582131035
"2286","FBLN2",-1.26499220431409,14.796224125393,-6.3917052810608,3.01952585233818e-07,1.79799039389228e-06,5.84111379162701
"861","RPS15",-0.844763236822194,17.9047421599269,-6.38978051360788,3.03656952883398e-07,1.80358462191197e-06,5.84101341829502
"2756","TIMM17A",0.907777384924447,13.6769614595351,6.37567448687084,3.16447252759552e-07,1.87451597831218e-06,5.79797002078787
"1548","MMP14",-1.10168507488578,13.397028833356,-6.35495613865322,3.36224265358885e-07,1.9770992960505e-06,5.75531102118933
"1103","ADK",-1.38803620666721,14.3915891123946,-6.3463786405453,3.44772347505062e-07,2.02232138163417e-06,5.72732131299048
"1075","RSL1D1",-1.03830539008926,15.1231871981398,-6.33552394714807,3.5590446585536e-07,2.08243853718844e-06,5.72415434521261
"510","TRIM28",-0.876082280782175,16.9534498832901,-6.35871495596414,3.32545939965454e-07,1.96035831609635e-06,5.72281022849747
"1634","BIN1",-1.02579553332885,13.8463504964944,-6.32107095284463,3.7129109128311e-07,2.16709008229102e-06,5.63224902220071
"1670","PYCARD",-0.879064561157095,14.9329057274065,-6.31642334896398,3.76379968451725e-07,2.19136781631893e-06,5.61683585690748
"721","AP3D1",1.09835000385074,16.1606542976203,6.30572767904274,3.88359686578685e-07,2.2555471452033e-06,5.59352604085445
"1503","ISOC2",-1.40741083118937,13.868153475863,-6.29928754853299,3.95757487279317e-07,2.28264373750047e-06,5.57848240426279
"1853","RAB23",-1.95109302679446,14.0902296073427,-6.30415264213282,3.90155969534967e-07,2.26041222644583e-06,5.56882520372726
"2231","RPL18A",1.17960574136522,14.5711435427225,6.28000349712068,4.18769022584749e-07,2.38516269385227e-06,5.55554205241099
"925","LRRC59",-0.596239100199707,16.8654262546493,-6.2991394226741,3.95929299676715e-07,2.28264373750047e-06,5.54730126884531
"1478","LUC7L2",3.79063225385018,15.9340552925512,6.29265339871196,4.03526623920182e-07,2.31512355037418e-06,5.54045243846422
"1305","KPNA1",-1.15418389723167,14.6462558786396,-6.29440775221629,4.01457313220432e-07,2.30886913310678e-06,5.54002519205424
"194","RPLP0",0.493566391474689,19.210172316744,6.28931088312024,4.07498998157117e-07,2.33223941178272e-06,5.53437173107349
"2523","POLR2C",1.2370355481863,14.5911188942295,6.26733352216254,4.34616990354553e-07,2.46946232109888e-06,5.52960584833239
"857","SERBP1",1.09511545690953,16.8363669856547,6.28677705696111,4.10536519684756e-07,2.34393489931393e-06,5.51888871330688
"350","CAPN1",0.636244639544643,17.6165004909002,6.26555644536834,4.36887596359161e-07,2.47639651974736e-06,5.46117963898435
"1550","RPL18",-1.14858939831921,14.5394805623061,-6.24890545098664,4.58751900326195e-07,2.59409347954237e-06,5.42614292554336
"3045","GEMIN7",3.90616637475757,10.5169240464792,6.20432030071745,5.22877758648077e-07,2.90104883504039e-06,5.3902641256131
"240","EZR",-1.1786863978887,17.1484934296213,-6.24406573731431,4.65311193198276e-07,2.62488945828118e-06,5.38885485280145
"1632","TXLNA",1.98920069290393,13.1936117738974,6.21617565434179,5.04993812796033e-07,2.81507189260767e-06,5.37461760187749
"174","KRT7",-1.71570887130439,18.0419859384088,-6.2207289502523,4.98289910464331e-07,2.78428343335283e-06,5.35938973881154
"866","SNX1",1.08239952571277,16.0044691429538,6.23417186206775,4.79015764376262e-07,2.69574981479529e-06,5.35221367989504
"1096","GSDME",-0.91664512963074,17.245457210494,-6.23082602292777,4.83741645736914e-07,2.71586381106582e-06,5.35033838876284
"1531","SEC63",0.678895947468872,17.4090673817611,6.22203619566807,4.9638183315237e-07,2.78020988734748e-06,5.32928806819585
"552","PSMD7",0.790333500832282,17.5956073288165,6.20697148444186,5.18823854598278e-07,2.88534587061967e-06,5.29658465298392
"401","SHMT2",0.56916143801873,17.2225141304626,6.18788520954923,5.48729841898891e-07,3.0373356037502e-06,5.28258071386405
"76","TUBB4B",0.499376936419453,18.0774683096456,6.18170795323719,5.58775880375567e-07,3.08569912394751e-06,5.22342572064015
"1341","PDAP1",-0.553558415210741,18.2054065408575,-6.17532686419558,5.69347832744494e-07,3.13673408787737e-06,5.18446699799156
"704","ESYT2",1.41289496314588,15.1245879908923,6.14215607926975,6.27635293418082e-07,3.42290383329242e-06,5.16453537101094
"2036","ALG2",-0.828939788006005,13.7993998454279,-6.12827542413273,6.53774816367941e-07,3.54391038389794e-06,5.15375301054288
"1142","RAB5B",-1.00086458030346,15.3817674595432,-6.14846315378015,6.161079930976e-07,3.38227807678871e-06,5.11277876536959
"878","XPNPEP1",-1.28196195829863,15.8349851808733,-6.14808933829526,6.16785230288017e-07,3.38227807678871e-06,5.11260428889875
"2586","APPL1",-0.879156229300771,15.1581882897222,-6.14166141861013,6.28548498649541e-07,3.42290383329242e-06,5.10248688351715
